"Grid_ID","Longitude","Latitude","Species_N_All","Species_N_Inf","MDT","So_Pi","Df_Pi","Co_Pi","Sk_Pi","Um_Pi","Ra_Pi","Cp_Pi","Pa_Pi","Ck_Pi","Determinate","Indeterminate","H","Indeterminate_adj","Determinate_adj","H_Rank"
198,120.9396994,44.08550753,10,10,13.04602865,0.1,0.4,0,0.1,0,0.3,0,0,0.1,0.5,0.5,1.41848366194566,0.624845674301636,0.375154325698364,0.0458715596330275
199,114.210338,37.34568866,1063,940,7.474589016,0.113829787,0.207446809,0.046808511,0.103191489,0.073404255,0.212765957,0.131914894,0.09787234,0.012765957,0.321276596,0.678723404,2.02265213571756,0.678494326350566,0.321505673649434,0.684403669724771
200,89.62297634,38.48869437,88,83,5.982147138,0.096385542,0.036144578,0.060240964,0.144578313,0.060240964,0.192771084,0.289156627,0.120481928,0,0.13253012,0.86746988,1.8946816852416,0.818764298522696,0.181235701477304,0.211009174311927
201,116.9294173,29.22196628,489,411,8.473484999,0.141119221,0.250608273,0.0486618,0.102189781,0.094890511,0.218978102,0.04622871,0.092457421,0.00486618,0.391727494,0.608272506,1.94754641558652,0.61215274919765,0.38784725080235,0.355045871559633
202,108.9675694,19.26518888,1020,874,10.60877478,0.105263158,0.281464531,0.02173913,0.100686499,0.068649886,0.236842105,0.074370709,0.108695652,0.00228833,0.386727689,0.613272311,1.88161662096557,0.615007870164482,0.384992129835518,0.192660550458716
203,126.2874733,50.85161165,26,22,13.27095997,0.181818182,0.136363636,0,0.227272727,0.090909091,0.181818182,0.090909091,0.045454545,0.045454545,0.318181818,0.681818182,1.94531654059495,0.675608886459177,0.324391113540823,0.339449541284404
204,102.6010179,26.49831156,2569,2218,8.685462508,0.129846709,0.214156898,0.040577096,0.091523895,0.083859333,0.238503156,0.11091073,0.080703336,0.009918846,0.344003607,0.655996393,1.98647606873054,0.656173883788682,0.343826116211318,0.507339449541284
205,101.8450426,23.72850003,1255,1078,9.046310429,0.128014842,0.254174397,0.037105751,0.097402597,0.06122449,0.251391466,0.082560297,0.087198516,0.000927644,0.382189239,0.617810761,1.90361517829258,0.619113956903993,0.380886043096007,0.220183486238532
206,96.87802665,37.63517154,298,266,7.36942053,0.097744361,0.105263158,0.071428571,0.187969925,0.067669173,0.19924812,0.131578947,0.131578947,0.007518797,0.203007519,0.796992481,2.04112582317679,0.785234198757556,0.214765801242444,0.789908256880734
207,99.04494371,38.72746927,134,124,7.929481935,0.169354839,0.120967742,0.040322581,0.120967742,0.088709677,0.169354839,0.241935484,0.016129032,0.032258065,0.290322581,0.709677419,1.97751641168385,0.702630074629911,0.297369925370089,0.460550458715596
208,104.0710138,34.61855426,1242,1089,7.306366632,0.112947658,0.167125803,0.05785124,0.097337006,0.109274564,0.191919192,0.146923783,0.087235996,0.029384757,0.280073461,0.719926539,2.09385704825855,0.718720932356639,0.281279067643361,0.987155963302752
209,124.5379486,49.20484271,70,54,6.689995725,0.111111111,0.185185185,0.037037037,0.111111111,0.037037037,0.203703704,0.12962963,0.111111111,0.074074074,0.296296296,0.703703704,2.07058577618236,0.692592585718304,0.307407414281696,0.93302752293578
210,86.53351027,40.6927503,8,7,7.479626555,0,0.285714286,0,0.285714286,0,0.428571429,0,0,0,0.285714286,0.714285714,1.07899220795658,0.67952121817008,0.32047878182992,0.0252293577981651
211,85.4084168,29.51403109,149,134,7.599569195,0.134328358,0.067164179,0.037313433,0.186567164,0.067164179,0.141791045,0.201492537,0.164179104,0,0.201492537,0.798507463,1.96477495466498,0.776869578303644,0.223130421696356,0.414678899082569
212,104.7200356,24.81491443,1440,1235,9.934361277,0.117408907,0.254251012,0.050202429,0.104453441,0.07611336,0.219433198,0.070445344,0.106072874,0.001619433,0.371659919,0.628340081,1.9499606731664,0.629253593388229,0.370746406611771,0.365137614678899
213,124.1463669,41.1040031,716,605,7.056653744,0.107438017,0.185123967,0.054545455,0.085950413,0.102479339,0.201652893,0.14214876,0.095867769,0.024793388,0.292561984,0.707438016,2.07162567615155,0.705848456611352,0.294151543388648,0.935779816513762
214,78.15836406,39.83873775,100,90,6.353729445,0.122222222,0.122222222,0.033333333,0.188888889,0.033333333,0.233333333,0.122222222,0.1,0.044444444,0.244444444,0.755555556,2.0204539512444,0.735792295827685,0.264207704172315,0.675229357798165
215,75.92018999,39.2616211,582,511,7.98783025,0.138943249,0.135029354,0.039138943,0.180039139,0.054794521,0.162426614,0.183953033,0.074363992,0.031311155,0.273972603,0.726027397,2.04762650964252,0.723217990512982,0.276782009487018,0.822018348623853
216,99.98786869,31.68116002,893,767,7.765356054,0.129074316,0.13559322,0.045632334,0.10821382,0.09517601,0.205997392,0.149934811,0.106910039,0.023468057,0.264667536,0.735332464,2.07759385295084,0.733108894889137,0.266891105110863,0.951376146788991
217,105.069407,36.4344329,333,307,6.677607068,0.110749186,0.198697068,0.039087948,0.13029316,0.068403909,0.156351792,0.166123779,0.117263844,0.013029316,0.309446254,0.690553746,2.03674609624711,0.688925280515234,0.311074719484766,0.764220183486239
218,113.7347627,27.57950698,816,700,9.217274412,0.145714286,0.247142857,0.055714286,0.088571429,0.082857143,0.208571429,0.072857143,0.097142857,0.001428571,0.392857143,0.607142857,1.96166633240896,0.609523593835774,0.390476406164226,0.404587155963303
219,97.8828999,38.62488356,91,80,7.974126813,0.125,0.25,0.0125,0.0875,0.1375,0.25,0.1,0.025,0.0125,0.375,0.625,1.87108678953853,0.636597604284128,0.363402395715872,0.188990825688073
220,87.6088973,37.24627885,89,82,5.572000469,0.109756098,0.036585366,0.048780488,0.134146341,0.073170732,0.219512195,0.243902439,0.134146341,0,0.146341464,0.853658536,1.91816284022786,0.807955509052449,0.192044490947551,0.254128440366972
221,122.9476208,41.22462194,371,324,7.64725058,0.095679012,0.203703704,0.037037037,0.114197531,0.101851852,0.185185185,0.157407407,0.077160494,0.027777778,0.299382716,0.700617284,2.05170306482086,0.698285978017862,0.301714021982138,0.837614678899083
222,85.65996417,35.97334494,14,12,4.377981044,0.083333333,0.083333333,0,0,0.083333333,0.25,0.25,0.25,0,0.166666666,0.833333334,1.66094743180201,0.720310434510628,0.279689565489372,0.0788990825688073
223,105.1796754,34.66647146,1295,1123,8.101698003,0.101513802,0.203918077,0.074799644,0.093499555,0.089937667,0.217275156,0.090828139,0.095280499,0.032947462,0.305431879,0.694568121,2.07461959313709,0.693999651005982,0.306000348994018,0.943119266055046
224,86.66560382,28.86048425,381,325,6.771055239,0.172307692,0.083076923,0.086153846,0.092307692,0.070769231,0.172307692,0.203076923,0.101538462,0.018461538,0.255384615,0.744615385,2.06095281522272,0.738883007487065,0.261116992512935,0.884403669724771
225,95.74934157,31.24763886,332,292,8.024686522,0.126712329,0.116438356,0.047945205,0.113013699,0.102739726,0.243150685,0.167808219,0.082191781,0,0.243150685,0.756849315,1.9867180073754,0.749479001083262,0.250520998916738,0.508256880733945
226,108.7009013,23.12408855,1574,1352,10.32394299,0.121301775,0.261094675,0.039201183,0.109467456,0.084319527,0.210059172,0.079881657,0.094674556,0,0.38239645,0.61760355,1.93698851185036,0.618651960240507,0.381348039759493,0.319266055045872
227,121.4368756,38.93236494,508,441,7.616523562,0.099773243,0.176870748,0.054421769,0.099773243,0.088435374,0.235827664,0.117913832,0.095238095,0.031746032,0.276643991,0.723356009,2.06547474978203,0.720282296835356,0.279717703164644,0.903669724770642
228,88.50661393,46.5025615,181,153,6.807463626,0.124183007,0.150326797,0.058823529,0.091503268,0.098039216,0.222222222,0.163398693,0.065359477,0.026143791,0.274509804,0.725490196,2.06087931865684,0.717183318628824,0.282816681371176,0.88348623853211
229,78.91031657,33.58399945,27,25,9.592614195,0.08,0.04,0.12,0.12,0.08,0.16,0.2,0.2,0,0.12,0.88,1.97872306394544,0.770725988744959,0.229274011255041,0.470183486238532
230,107.4003358,34.73264071,772,679,7.905556575,0.095729013,0.212076583,0.057437408,0.073637703,0.101620029,0.209131075,0.113402062,0.101620029,0.035346097,0.307805596,0.692194404,2.06664647051793,0.691360270024928,0.308639729975072,0.909174311926605
231,120.5212299,22.74083071,999,854,9.84242236,0.146370023,0.240046838,0.046838407,0.094847775,0.073770492,0.224824356,0.079625293,0.091334895,0.00234192,0.386416861,0.613583139,1.95267764501274,0.615348461894177,0.384651538105823,0.374311926605505
232,101.7640971,24.63052938,1941,1663,9.115041705,0.115453999,0.209260373,0.039085989,0.086590499,0.089597114,0.242333133,0.112447384,0.098015634,0.007215875,0.324714372,0.675285628,1.98374422164433,0.675210028620621,0.324789971379379,0.494495412844037
233,79.59162342,36.47190125,124,108,7.101503839,0.092592593,0.092592593,0.064814815,0.166666667,0.037037037,0.259259259,0.212962963,0.046296296,0.027777778,0.185185186,0.814814814,1.95985287984812,0.785729475370027,0.214270524629973,0.393577981651376
234,105.7500207,23.95483122,1998,1704,9.652995907,0.129107981,0.283450704,0.041666667,0.106807512,0.083920188,0.202464789,0.052230047,0.100352113,0,0.412558685,0.587441315,1.90919127762286,0.588751916919457,0.411248083080543,0.226605504587156
235,96.72418302,38.51203774,83,71,6.926747224,0.126760563,0.098591549,0.056338028,0.183098592,0.070422535,0.154929577,0.211267606,0.084507042,0.014084507,0.225352112,0.774647888,2.03618327341404,0.745763870148499,0.254236129851501,0.760550458715596
236,110.727368,33.87181153,1542,1356,7.88659551,0.095870206,0.219026549,0.056784661,0.097345133,0.089970501,0.192477876,0.117256637,0.109144543,0.022123894,0.314896755,0.685103245,2.05828982639819,0.684817218825545,0.315182781174455,0.870642201834862
237,86.75845416,36.18335131,14,12,3.492804402,0.166666667,0.083333333,0,0,0.083333333,0.166666667,0.25,0.25,0,0.25,0.75,1.7045514448052,0.694855260112245,0.305144739887755,0.0977064220183486
238,83.25540132,42.82678306,172,145,8.55713547,0.131034483,0.124137931,0.089655172,0.131034483,0.055172414,0.255172414,0.117241379,0.089655172,0.006896552,0.255172414,0.744827586,2.01805665261528,0.733072517338732,0.266927482661268,0.655045871559633
239,102.2060329,30.95476443,2108,1835,8.588891466,0.119346049,0.171662125,0.058855586,0.072479564,0.123160763,0.216348774,0.13133515,0.079564033,0.027247956,0.291008174,0.708991826,2.0684449438268,0.708429372023829,0.291570627976171,0.923853211009174
240,123.6095661,44.75092959,425,381,7.311841802,0.086614173,0.202099738,0.031496063,0.115485564,0.057742782,0.160104987,0.186351706,0.139107612,0.020997375,0.288713911,0.711286089,2.01981117085956,0.708567280977041,0.291432719022959,0.669724770642202
241,121.0800809,44.97252231,377,334,7.396263831,0.083832335,0.191616766,0.04491018,0.113772455,0.080838323,0.182634731,0.182634731,0.092814371,0.026946108,0.275449101,0.724550899,2.05347002892576,0.720476620176051,0.279523379823949,0.844954128440367
242,84.27903412,36.6094269,20,17,5.593610721,0.235294118,0.117647059,0,0.058823529,0.058823529,0.294117647,0.176470588,0.058823529,0,0.352941177,0.647058823,1.75824285762491,0.661564420454117,0.338435579545883,0.114678899082569
243,83.18171889,36.37805797,7,6,5.818162914,0.333333333,0,0,0,0,0.5,0.166666667,0,0,0.333333333,0.666666667,1.0114042649384,0.669892819691818,0.330107180308182,0.013302752293578
244,88.73073563,37.43922493,90,82,5.75005263,0.097560976,0.036585366,0.06097561,0.134146341,0.06097561,0.219512195,0.268292683,0.12195122,0,0.134146342,0.865853658,1.90113299450939,0.81710591713335,0.18289408286665,0.214678899082569
245,90.99078989,37.7956771,38,34,5.050463428,0.205882353,0.058823529,0.058823529,0.205882353,0.029411765,0.088235294,0.176470588,0.176470588,0,0.264705882,0.735294118,1.91423460264662,0.706492484056837,0.293507515943163,0.241284403669725
246,88.88393351,41.08748666,7,5,9.524211483,0,0,0,0.4,0,0.6,0,0,0,0,1,0.673011667009257,0.721616718173972,0.278383281826028,0.0073394495412844
247,83.05821035,40.02517197,7,7,11.32267033,0,0.142857143,0.285714286,0,0,0.285714286,0,0.285714286,0,0.142857143,0.857142857,1.35178399464143,0.708688710363286,0.291311289636714,0.0394495412844037
248,104.5717479,23.15401933,3297,2785,9.88304146,0.133572711,0.262118492,0.038779174,0.090843806,0.091561939,0.210412926,0.068222621,0.104129264,0.000359066,0.395691203,0.604308797,1.93223425133693,0.604951975179332,0.395048024820668,0.301834862385321
249,114.4689785,41.76909854,286,262,7.08615853,0.091603053,0.198473282,0.034351145,0.125954198,0.072519084,0.167938931,0.198473282,0.106870229,0.003816794,0.290076335,0.709923665,1.98776121922781,0.706214950766048,0.293785049233952,0.513761467889908
250,81.11727362,38.68348196,25,19,6.690524564,0.210526316,0,0.052631579,0.052631579,0.157894737,0.315789474,0.052631579,0.157894737,0,0.210526316,0.789473684,1.73983855928225,0.719399269189376,0.280600730810624,0.109174311926606
251,81.44913248,37.83551845,35,27,7.590860784,0.222222222,0,0.037037037,0.037037037,0.111111111,0.37037037,0.074074074,0.148148148,0,0.222222222,0.777777778,1.66606959063779,0.723908931366082,0.276091068633918,0.0798165137614679
252,105.2851231,32.89597753,1536,1350,8.17791976,0.097777778,0.222222222,0.062962963,0.094814815,0.105925926,0.2,0.105185185,0.09037037,0.020740741,0.32,0.68,2.05324485443206,0.679813825781801,0.320186174218199,0.843119266055046
253,77.41650182,38.71760397,193,168,6.608417522,0.125,0.172619048,0.029761905,0.18452381,0.053571429,0.214285714,0.095238095,0.101190476,0.023809524,0.297619048,0.702380952,2.01122427890629,0.697940904931985,0.302059095068015,0.626605504587156
254,97.11038529,28.0539974,373,330,10.14027756,0.154545455,0.148484848,0.042424242,0.045454545,0.109090909,0.242424242,0.154545455,0.072727273,0.03030303,0.303030303,0.696969697,2.01672622751286,0.694956096475728,0.305043903524272,0.652293577981651
255,77.45318367,35.94450827,125,108,6.614068236,0.083333333,0.055555556,0.074074074,0.175925926,0.083333333,0.277777778,0.138888889,0.101851852,0.009259259,0.138888889,0.861111111,1.97922386879628,0.822688558343132,0.177311441656868,0.475229357798165
256,109.7199192,42.4244351,7,6,8.416310617,0.166666667,0,0.166666667,0,0,0.5,0.166666667,0,0,0.166666667,0.833333333,1.24245332568576,0.69993661387047,0.30006338612953,0.0284403669724771
257,84.76527449,42.19844814,150,127,8.459832505,0.11023622,0.133858268,0.078740157,0.141732283,0.047244094,0.244094488,0.141732283,0.094488189,0.007874016,0.244094488,0.755905512,2.0157327251819,0.740819915659718,0.259180084340282,0.645871559633028
258,78.43500373,34.66752884,29,24,7.176874289,0.083333333,0.041666667,0.083333333,0.125,0,0.416666667,0.125,0.083333333,0.041666667,0.125,0.875,1.77070350755236,0.76625538026232,0.23374461973768,0.126605504587156
259,119.191644,30.85418322,996,828,8.489292938,0.11352657,0.200483092,0.054347826,0.129227053,0.088164251,0.211352657,0.079710145,0.112318841,0.010869565,0.314009662,0.685990338,2.03082806745581,0.685499437452765,0.314500562547235,0.726605504587156
260,119.3298818,41.52257768,839,726,7.161245312,0.093663912,0.191460055,0.039944904,0.101928375,0.08815427,0.198347107,0.168044077,0.103305785,0.015151515,0.285123967,0.714876033,2.03235517642566,0.713272391681152,0.286727608318848,0.736697247706422
261,112.7153545,27.60861388,1516,1309,8.589573585,0.135981665,0.211611917,0.058823529,0.091673033,0.084033613,0.203208556,0.094728801,0.113827349,0.006111536,0.347593582,0.652406418,2.01935363855252,0.65277794727987,0.34722205272013,0.664220183486239
262,85.66078778,32.32004272,4,4,1.375261791,0,0.25,0,0,0,0,0.25,0.5,0,0.25,0.75,1.03972077083992,0.680753884692565,0.319246115307435,0.0188073394495413
263,82.091079,36.13727751,40,33,5.828100504,0.090909091,0.03030303,0,0.03030303,0.03030303,0.333333333,0.272727273,0.212121212,0,0.121212121,0.878787879,1.5853234045727,0.78456352113911,0.21543647886089,0.0706422018348624
264,112.0542591,42.71516636,141,127,7.952972773,0.094488189,0.086614173,0.05511811,0.173228346,0.094488189,0.196850394,0.228346457,0.062992126,0.007874016,0.181102362,0.818897638,1.99066016044891,0.792672093639773,0.207327906360227,0.524770642201835
265,116.5849765,24.7435406,1491,1309,8.866295398,0.145148969,0.243697479,0.042016807,0.089381207,0.090145149,0.206264324,0.084033613,0.096256684,0.003055768,0.388846448,0.611153552,1.9668640962342,0.612367397178788,0.387632602821212,0.421100917431193
266,75.32842975,38.13893153,520,455,7.453160193,0.125274725,0.103296703,0.054945055,0.145054945,0.050549451,0.224175824,0.164835165,0.092307692,0.03956044,0.228571428,0.771428572,2.06516777984989,0.765724431198968,0.234275568801032,0.901834862385321
267,120.4163122,37.57956805,78,68,4.749539689,0.058823529,0.191176471,0.073529412,0.073529412,0.161764706,0.220588235,0.088235294,0.117647059,0.014705882,0.25,0.75,2.02292552220422,0.727264492758122,0.272735507241878,0.686238532110092
268,84.8497485,34.89727848,5,4,2.381056245,0,0.25,0,0,0,0,0.25,0.5,0,0.25,0.75,1.03972077083992,0.680753884692565,0.319246115307435,0.0188073394495413
269,125.8793736,49.06631322,40,34,10.24522041,0.205882353,0.058823529,0.088235294,0.058823529,0,0.088235294,0.323529412,0.117647059,0.058823529,0.264705882,0.735294118,1.87065601333954,0.706492484056837,0.293507515943163,0.188073394495413
270,77.07204226,36.75711048,262,224,7.573118622,0.111607143,0.098214286,0.0625,0.1875,0.071428571,0.214285714,0.125,0.120535714,0.008928571,0.209821429,0.790178571,2.03549229835817,0.777194857958083,0.222805142041917,0.757798165137615
271,118.536071,45.14884584,47,44,5.060138013,0.113636364,0.159090909,0.022727273,0.113636364,0.068181818,0.25,0.181818182,0.045454545,0.045454545,0.272727273,0.727272727,1.9933588131448,0.705581702015875,0.294418297984125,0.544954128440367
272,110.6614367,25.84282931,2805,2413,9.363918699,0.139660174,0.236220472,0.048901782,0.09034397,0.095731455,0.208454206,0.075424782,0.102776627,0.002486531,0.375880646,0.624119354,1.9757347118742,0.624639077859936,0.375360922140064,0.452293577981651
273,117.3118116,33.65646081,129,111,8.644705518,0.126126126,0.153153153,0.027027027,0.09009009,0.054054054,0.297297297,0.117117117,0.135135135,0,0.279279279,0.720720721,1.90292192773545,0.71083192693071,0.28916807306929,0.218348623853211
274,110.6548415,24.94117437,2991,2605,9.383551995,0.139731286,0.240307102,0.03915547,0.093666027,0.081381958,0.209980806,0.081765835,0.110940499,0.003071017,0.380038388,0.619961612,1.96462308701946,0.620486523727522,0.379513476272478,0.413761467889908
275,125.5289687,41.84913042,402,342,7.492421191,0.093567251,0.213450292,0.049707602,0.108187135,0.081871345,0.228070175,0.137426901,0.064327485,0.023391813,0.307017543,0.692982457,2.02020226798092,0.691328887673533,0.308671112326467,0.673394495412844
276,110.7884984,40.06689536,199,180,8.111108201,0.133333333,0.177777778,0.033333333,0.138888889,0.05,0.2,0.15,0.083333333,0.033333333,0.311111111,0.688888889,2.03995739622887,0.686481833076912,0.313518166923088,0.787155963302752
277,99.04194619,30.70297365,433,375,8.959210303,0.136,0.117333333,0.072,0.072,0.085333333,0.216,0.232,0.061333333,0.008,0.253333333,0.746666667,1.9914519378414,0.741507640018055,0.258492359981945,0.531192660550459
278,95.90004646,30.36672388,379,313,8.937174725,0.169329073,0.083067093,0.031948882,0.073482428,0.124600639,0.249201278,0.156549521,0.051118211,0.060702875,0.252396166,0.747603834,2.0274001660417,0.741429686473697,0.258570313526303,0.710091743119266
279,102.2739045,41.62317785,68,60,6.385884468,0.15,0.2,0.066666667,0.116666667,0.016666667,0.183333333,0.183333333,0.083333333,0,0.35,0.65,1.93498897916172,0.656440156460487,0.343559843539513,0.312844036697248
280,118.7197072,39.24846457,2,2,10.10747255,0,0,0,1,0,0,0,0,0,0,1,0,0.693098461452985,0.306901538547015,0.0018348623853211
281,117.4768304,35.422852,457,406,7.502401811,0.093596059,0.199507389,0.071428571,0.103448276,0.083743842,0.221674877,0.110837438,0.108374384,0.007389163,0.293103448,0.706896552,2.02903424400185,0.70461103316211,0.29538896683789,0.71743119266055
282,111.826788,33.86041271,1463,1281,8.194719973,0.112412178,0.217017955,0.06245121,0.099921936,0.096799375,0.201405152,0.088212334,0.104605777,0.017174083,0.329430133,0.670569867,2.04950983305776,0.670570542582071,0.329429457417929,0.828440366972477
283,94.8587199,30.23601228,990,824,9.448377098,0.13592233,0.14684466,0.050970874,0.074029126,0.128640777,0.219660194,0.13592233,0.072815534,0.035194175,0.28276699,0.71723301,2.07394651065382,0.715738435989134,0.284261564010866,0.941284403669725
284,110.7523662,36.52754437,648,565,7.016832026,0.107964602,0.221238938,0.069026549,0.083185841,0.081415929,0.210619469,0.125663717,0.092035398,0.008849558,0.32920354,0.67079646,2.01977493996471,0.670787513832942,0.329212486167058,0.668807339449541
285,80.26235962,34.78245683,80,72,6.879467329,0.138888889,0.027777778,0.138888889,0.138888889,0.027777778,0.180555556,0.208333333,0.138888889,0,0.166666667,0.833333333,1.93165102203601,0.788612709651372,0.211387290348628,0.298165137614679
286,119.7575935,36.19008935,342,300,7.756826592,0.13,0.18,0.043333333,0.126666667,0.073333333,0.163333333,0.153333333,0.113333333,0.016666667,0.31,0.69,2.06171667834084,0.68838286886396,0.31161713113604,0.889908256880734
287,98.91449394,39.60708933,162,145,7.161534494,0.124137931,0.137931034,0.034482759,0.186206897,0.027586207,0.193103448,0.15862069,0.089655172,0.048275862,0.262068965,0.737931035,2.03256060177808,0.727268173482312,0.272731826517688,0.738532110091743
288,85.03800067,45.00809953,107,96,7.4848692,0.125,0.177083333,0.052083333,0.114583333,0.083333333,0.208333333,0.21875,0.020833333,0,0.302083333,0.697916667,1.91560873471715,0.69187158341637,0.30812841658363,0.245871559633028
289,112.6877412,26.71175827,450,391,8.589297634,0.150895141,0.194373402,0.043478261,0.109974425,0.089514066,0.242966752,0.079283887,0.081841432,0.007672634,0.345268543,0.654731457,1.98580435958645,0.655766710666665,0.344233289333335,0.503669724770642
290,109.6193373,35.64438036,846,746,7.042440001,0.105898123,0.206434316,0.053619303,0.096514745,0.095174263,0.190348525,0.115281501,0.107238606,0.029490617,0.312332439,0.687667561,2.07803811271588,0.687065425302168,0.312934574697832,0.954128440366973
291,99.415234,22.41319002,1152,1007,10.2599058,0.135054618,0.255213505,0.040714995,0.11817279,0.067527309,0.2224429,0.068520357,0.090367428,0.001986097,0.390268123,0.609731877,1.93124641497992,0.611337656106753,0.388662343893247,0.296330275229358
292,117.5640844,24.68285294,1907,1632,9.478216009,0.131127451,0.212009804,0.038602941,0.103553922,0.084558824,0.22120098,0.080882353,0.125612745,0.00245098,0.343137255,0.656862745,1.97703758668104,0.657088673171105,0.342911326828895,0.455963302752294
293,106.522983,29.37736992,1907,1649,9.32904939,0.146755609,0.199514857,0.050333535,0.095815646,0.091570649,0.206791995,0.093389933,0.10430564,0.011522135,0.346270466,0.653729534,2.03183882392491,0.654004169934633,0.345995830065367,0.734862385321101
294,85.15008395,30.37795993,5,4,5.857662845,0.25,0,0,0,0,0.25,0,0.5,0,0.25,0.75,1.03972077083992,0.680753884692565,0.319246115307435,0.0188073394495413
295,109.6609005,18.66357748,3436,2939,10.63718644,0.12759442,0.262334127,0.031303164,0.110581831,0.071112623,0.218101395,0.063286832,0.115685607,0,0.389928547,0.610071453,1.90998497063556,0.610628232854467,0.389371767145533,0.228440366972477
296,123.0132313,48.43243821,231,196,7.602502237,0.117346939,0.18877551,0.030612245,0.12244898,0.091836735,0.178571429,0.168367347,0.06122449,0.040816327,0.306122449,0.693877551,2.05848601972647,0.691033378466311,0.308966621533689,0.871559633027523
297,94.36376317,32.87076001,226,198,7.977012227,0.106060606,0.106060606,0.055555556,0.126262626,0.090909091,0.202020202,0.171717172,0.141414141,0,0.212121212,0.787878788,2.01807238489915,0.773675163018921,0.226324836981079,0.655963302752294
298,101.5972994,26.42685277,1017,863,8.813903745,0.1599073,0.212050985,0.046349942,0.086906141,0.068366165,0.227114716,0.097334878,0.092699884,0.009269988,0.371958285,0.628041715,1.98737272161328,0.629346077002019,0.370653922997981,0.511926605504587
299,120.7114706,22.05420602,23,22,8.690452687,0.045454545,0.409090909,0.045454545,0,0.045454545,0.363636364,0.045454545,0.045454545,0,0.454545454,0.545454546,1.43601728818961,0.61473812296078,0.38526187703922,0.0495412844036697
300,110.675034,27.63921572,301,264,7.424422646,0.121212121,0.227272727,0.060606061,0.079545455,0.09469697,0.212121212,0.079545455,0.121212121,0.003787879,0.348484848,0.651515152,1.99416606143295,0.653303048153329,0.346696951846671,0.547706422018349
301,104.2633134,31.96280335,1906,1658,8.708225781,0.118214717,0.192400483,0.060916767,0.063932449,0.130277443,0.23039807,0.11278649,0.075392039,0.015681544,0.3106152,0.6893848,2.02570992033879,0.689080710867797,0.310919289132203,0.699082568807339
302,110.7980803,40.95290333,120,110,7.919740024,0.109090909,0.163636364,0.054545455,0.1,0.1,0.136363636,0.254545455,0.054545455,0.027272727,0.272727273,0.727272727,2.03394675554196,0.716009719055082,0.283990280944918,0.74954128440367
303,130.6286951,46.63058288,287,249,6.736652111,0.092369478,0.208835341,0.052208835,0.124497992,0.116465863,0.152610442,0.128514056,0.104417671,0.020080321,0.301204819,0.698795181,2.07600676264381,0.696010964252304,0.303989035747696,0.946788990825688
304,100.0932379,39.70051701,185,167,7.570378317,0.131736527,0.173652695,0.023952096,0.119760479,0.05988024,0.185628743,0.19760479,0.107784431,0,0.305389222,0.694610778,1.95628584156609,0.691239096654543,0.308760903345457,0.38256880733945
305,108.4949276,35.63597577,606,532,6.43609144,0.101503759,0.212406015,0.041353383,0.12406015,0.078947368,0.17481203,0.144736842,0.095864662,0.026315789,0.313909774,0.686090226,2.05751394976901,0.685334644568673,0.314665355431327,0.865137614678899
306,114.361803,39.99797819,1213,1083,7.515305928,0.105263158,0.182825485,0.047091413,0.099722992,0.090489381,0.198522622,0.149584488,0.101569714,0.024930748,0.288088643,0.711911357,2.0683380731446,0.710896204697057,0.289103795302943,0.922935779816514
307,134.5026447,47.74811167,16,10,8.984875427,0.1,0.3,0,0.2,0,0.4,0,0,0,0.4,0.6,1.27985422583367,0.651666295674492,0.348333704325508,0.0321100917431193
308,119.0947055,29.96733928,1583,1361,8.952322987,0.126377663,0.219691403,0.056576047,0.104335048,0.085966201,0.207200588,0.088905217,0.107274063,0.003673769,0.346069066,0.653930934,2.00499873697686,0.654258584996614,0.345741415003386,0.599082568807339
309,93.9893609,29.21579469,1728,1470,8.806825706,0.136054422,0.156462585,0.057823129,0.08707483,0.117006803,0.195238095,0.13877551,0.080952381,0.030612245,0.292517007,0.707482993,2.09324939599379,0.706810922212515,0.293189077787485,0.986238532110092
310,83.2941098,32.72713919,47,47,4.872938624,0.042553191,0.106382979,0.063829787,0.127659574,0.042553191,0.127659574,0.276595745,0.212765957,0,0.14893617,0.85106383,1.89297905885386,0.784780398874693,0.215219601125307,0.207339449541284
311,112.2789928,21.72383897,7,6,10.79721106,0,0.333333333,0.166666667,0.333333333,0,0.166666667,0,0,0,0.333333333,0.666666667,1.32966134931686,0.669892819691818,0.330107180308182,0.0385321100917431
312,108.4235132,39.17447895,224,207,6.55851227,0.115942029,0.15942029,0.019323671,0.115942029,0.048309179,0.207729469,0.198067633,0.120772947,0.014492754,0.275362319,0.724637681,1.97881466877453,0.718344729177698,0.281655270822302,0.472477064220183
313,112.9585089,34.72463622,811,706,7.780183569,0.09631728,0.206798867,0.045325779,0.116147309,0.082152975,0.205382436,0.120396601,0.110481586,0.016997167,0.303116147,0.696883853,2.03952001035313,0.695905942956088,0.304094057043912,0.781651376146789
314,82.53822331,46.03520166,70,58,8.559942724,0.068965517,0.103448276,0.051724138,0.068965517,0.086206897,0.310344828,0.155172414,0.137931034,0.017241379,0.172413793,0.827586207,1.96352605600561,0.777363077060118,0.222636922939882,0.410091743119266
315,85.75729028,46.9008593,806,710,7.505982259,0.114084507,0.14084507,0.049295775,0.109859155,0.085915493,0.197183099,0.177464789,0.105633803,0.01971831,0.254929577,0.745070423,2.06744659540266,0.742314574928682,0.257685425071318,0.915596330275229
